application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications
9147,Mrs. Angela Castaneda,lauravargas@example.com,665.464.9128x4325,SMIU,BSIT,3.36,2025-05-06 13:23:42,82.168.1.254,92,Mobile,1
9148,Tammy Smith,howard73@example.org,+1-527-304-4533x872,NED,BSE,3.33,2025-05-09 00:24:16,103.219.186.42,51,Desktop,4
9149,David Chapman,sherryanderson@example.com,+1-909-573-9450x29432,NED,BBA,2.94,2025-05-20 03:47:40,177.254.15.153,63,Desktop,5
9150,Edward Watson,dyervictoria@example.org,647.691.1364x637,NED,BSE,3.35,2025-05-20 06:36:32,46.80.99.41,79,Desktop,5
9151,Meredith Parker,murphysandra@example.com,820-930-2372,Stanford,BSCS,3.16,2025-04-28 11:12:26,182.9.108.101,75,Desktop,5
9152,Derrick Anderson,rdavis@example.com,+1-353-979-2040,NED,BSCS,2.42,2025-05-16 22:26:37,190.229.105.214,83,Mobile,2
9153,Kimberly Bowers,thomas67@example.org,(548)270-3113,IU,BSE,3.36,2025-05-03 06:56:20,193.66.178.16,96,Desktop,5
9154,Gregory Rhodes,nrivera@example.net,(632)587-2965x0462,Stanford,BBA,2.3,2025-05-10 13:58:27,116.60.210.168,61,Desktop,2
9155,Aaron Moon,kevin73@example.net,865-705-1743,FAST,BSAI,2.98,2025-05-08 06:37:59,190.24.115.71,79,Desktop,1
9156,Tanya Weaver,jjackson@example.org,(938)224-0371x4810,Stanford,BSAI,2.42,2025-05-26 06:59:08,35.243.130.160,43,Mobile,1
9157,Charles Wells,veronicahill@example.com,9753315403,IU,BSCS,2.31,2025-05-16 15:03:37,59.113.223.197,61,Mobile,4
9158,Carla Page,evan11@example.org,001-356-216-0530x532,Harvard,BBA,2.57,2025-05-06 23:29:11,69.189.145.14,90,Mobile,3
9159,Sharon Hernandez,ssanchez@example.com,+1-922-428-7091x65936,NED,BSIT,3.8,2025-05-02 03:56:34,223.96.110.237,85,Mobile,5
9160,Audrey Lee,qvillanueva@example.com,947.387.2226,FAST,BSE,3.04,2025-05-02 17:59:18,130.67.160.230,80,Mobile,5
9161,Sheri Ramsey,donald78@example.com,272-337-0353x29929,SMIU,BSIT,2.33,2025-05-03 15:57:35,154.188.91.109,77,Mobile,3
9162,Walter Dominguez,erosales@example.com,(754)827-0715x6641,NED,BSIT,2.2,2025-05-17 11:07:13,202.60.43.60,72,Desktop,4
9163,David Ramirez,margaretchung@example.net,742.404.5296x31389,Harvard,BSE,3.65,2025-05-07 22:31:35,219.98.26.43,81,Desktop,2
9164,Amanda Davis,michellewilliams@example.com,+1-360-704-9310x8734,IU,BBA,2.61,2025-05-13 00:18:25,72.228.73.234,76,Mobile,2
9165,Eric Campbell,tthompson@example.org,804.513.1174x50925,Stanford,BSCS,2.93,2025-04-28 13:49:51,148.72.153.193,87,Desktop,4
9166,Christine Smith,saraharcher@example.com,(820)951-6528x30568,IU,BSE,2.33,2025-05-03 11:51:50,29.57.93.246,67,Mobile,4
9167,Amanda Murillo,debra81@example.org,908.258.1467x00753,NED,BSIT,2.73,2025-05-15 11:06:56,212.91.116.89,80,Desktop,3
9168,Maria Nguyen,griffithkelly@example.net,640-756-0426x427,NED,BSAI,3.1,2025-05-23 11:48:50,144.150.33.121,68,Mobile,2
9169,Cody Cummings,maria36@example.org,600.486.6879x8809,IU,BSIT,2.08,2025-05-08 12:39:53,138.23.77.248,86,Mobile,2
9170,Chloe Little,rgreen@example.net,960.804.7957,SMIU,BSCS,2.68,2025-05-25 08:22:09,93.199.169.242,64,Desktop,3
9171,Nicole Cline,danielfranco@example.com,811-976-7095,Harvard,BSIT,2.03,2025-04-29 06:40:54,212.233.81.190,46,Desktop,4
9172,Janet Herman,matthewsmith@example.com,5429896642,Stanford,BBA,3.92,2025-05-16 19:26:04,117.90.174.223,89,Mobile,5
9173,Brian Cain,triciabrock@example.com,928.890.8371x7134,SMIU,BSAI,2.7,2025-04-29 16:41:07,159.184.34.10,81,Mobile,4
9174,Rebecca Jones,brooke92@example.com,+1-871-245-8065x833,MIT,BBA,3.44,2025-05-04 13:06:00,119.84.115.107,53,Desktop,3
9175,Miranda Johnson,stacy55@example.com,741.808.6816x5810,SMIU,BSCS,3.45,2025-05-02 21:23:42,184.17.228.9,85,Desktop,2
9176,Robert Richards,vbishop@example.com,606.587.1810x3726,Stanford,BSCS,2.16,2025-05-04 12:48:24,206.40.108.2,47,Mobile,5
9177,Amber Allen,wendy41@example.net,409-373-9070x8674,Stanford,BSCS,3.58,2025-05-01 12:46:01,104.31.9.52,62,Desktop,5
9178,Shannon Mueller,ronald05@example.net,395-823-2062x395,NED,BSAI,3.88,2025-05-19 12:04:49,200.79.203.190,43,Mobile,1
9179,Terri Jefferson,pottsashley@example.org,(784)377-1627,FAST,BBA,3.44,2025-05-15 16:45:12,66.112.248.194,96,Mobile,0
9180,Mary Harrell,dawnbrown@example.com,001-320-324-5385,FAST,BSIT,3.57,2025-05-08 08:05:51,222.4.209.207,49,Desktop,1
9181,Erin Roth,jjacobs@example.net,840.281.3011x52318,IU,BSIT,3.86,2025-05-05 20:38:52,62.170.96.139,54,Desktop,2
9182,Joshua Compton,lauramoody@example.com,217-234-1838x3437,FAST,BSAI,3.78,2025-05-10 20:26:48,197.85.168.11,69,Desktop,3
9183,Christina Riddle,tpatterson@example.com,+1-387-240-1447x51365,Harvard,BSCS,3.48,2025-05-01 19:15:47,201.106.220.3,66,Desktop,1
9184,Jessica Miller,zpatel@example.com,6383211542,MIT,BSCS,3.81,2025-05-18 01:50:44,133.197.170.139,56,Mobile,5
9185,Sherry Williams MD,daniel79@example.net,+1-252-607-9179x730,NED,BSCS,2.34,2025-05-13 10:11:24,213.146.150.89,84,Desktop,4
9186,Logan Davis,andrew88@example.org,001-490-381-6260x584,IU,BSAI,3.98,2025-05-11 23:16:46,174.50.134.97,61,Desktop,4
9187,Anthony Adams,jack58@example.org,001-830-858-7451x3807,SMIU,BSE,3.81,2025-05-13 02:21:02,97.94.110.14,40,Desktop,0
9188,Jennifer Adams,rossfletcher@example.org,001-526-383-0279,SMIU,BBA,2.4,2025-05-25 10:18:59,186.49.58.206,74,Desktop,1
9189,William Le,sgray@example.net,001-510-739-6723,SMIU,BBA,3.22,2025-05-24 11:29:39,147.141.231.227,81,Mobile,0
9190,Amy Cruz,alexandermark@example.net,(917)808-4943x23300,Stanford,BSAI,3.52,2025-05-03 10:19:52,179.91.155.18,75,Mobile,5
9191,Jennifer Stewart,kingsuzanne@example.net,203-217-7243x53845,Harvard,BSCS,2.11,2025-05-09 11:51:30,4.252.94.135,53,Desktop,3
9192,Zachary Pierce,amykennedy@example.net,(714)459-0460,Stanford,BSAI,3.82,2025-05-07 02:04:31,144.181.132.102,85,Desktop,3
9193,David Hughes,jennifer22@example.net,666-777-7681x1853,SMIU,BSE,3.55,2025-05-17 13:36:25,212.133.102.93,51,Mobile,4
9194,Andrew Johnson,christine86@example.com,9672548644,MIT,BSAI,3.88,2025-05-17 17:38:48,207.172.16.72,81,Mobile,1
9195,Joseph Brown,hobrien@example.com,001-260-687-5139x75281,IU,BSIT,3.97,2025-05-04 17:29:42,213.155.184.105,91,Mobile,0
9196,Ruben Peck,christopher79@example.net,7337915807,Stanford,BBA,3.15,2025-05-26 20:23:14,136.30.249.219,43,Mobile,1
9197,Sandra Trevino,brownkimberly@example.com,(710)848-2910x15020,SMIU,BBA,2.93,2025-05-01 14:15:40,209.81.223.74,94,Desktop,5
9198,Michael Munoz,wclark@example.net,9867706288,MIT,BBA,2.74,2025-05-09 11:39:21,180.5.14.194,63,Desktop,2
9199,Mary Alexander,rogerrodriguez@example.net,(421)918-3979x36062,SMIU,BSE,3.92,2025-05-08 16:09:23,117.244.181.207,95,Desktop,2
9200,Melissa Neal,sfoster@example.org,(724)912-3754x7708,Stanford,BSE,3.69,2025-05-12 01:28:21,214.95.187.82,78,Mobile,1
9201,Ethan Mercado,icarpenter@example.net,001-802-969-5020,IU,BSAI,3.09,2025-05-18 23:52:00,169.11.212.225,98,Desktop,1
9202,Tracy Morrow,katherinejohnson@example.net,968.775.3381,Stanford,BSE,2.58,2025-05-11 21:12:31,193.79.86.198,51,Desktop,4
9203,Andrew Kelley,hayden52@example.net,883-587-3006x4617,SMIU,BSIT,3.74,2025-05-17 18:02:53,177.248.15.177,94,Desktop,5
9204,Anthony Brown,jenniferpeterson@example.net,402-568-9611,Stanford,BSE,2.47,2025-04-30 06:18:00,37.100.238.246,56,Desktop,2
9205,Roger Black,danielmarshall@example.net,350-772-6570,Harvard,BSAI,3.99,2025-04-30 21:15:56,115.207.150.153,52,Mobile,5
9206,Jessica Davis,floresdaniel@example.org,3335891257,IU,BSCS,3.17,2025-05-16 22:10:48,198.112.91.155,47,Mobile,2
9207,Leslie Peterson,lukeosborne@example.net,751.273.4908,NED,BSIT,2.25,2025-05-16 20:52:42,143.152.169.48,55,Mobile,0
9208,Tammy Collins,dsmith@example.net,+1-376-451-9910x861,IU,BSCS,3.65,2025-05-11 11:13:19,123.253.84.138,78,Desktop,4
9209,Ashley Jackson,ycummings@example.com,284.414.8974,MIT,BSAI,3.76,2025-04-29 02:51:32,221.113.198.26,57,Desktop,2
9210,Jasmine Bennett,bullockjoseph@example.net,467-374-9326,NED,BSE,2.63,2025-05-17 09:29:17,84.89.238.51,45,Desktop,5
9211,Cameron Ho,jasonmorris@example.org,001-925-512-9896,IU,BSIT,2.97,2025-05-02 19:20:37,208.43.9.187,99,Mobile,3
9212,Timothy Harris,ichandler@example.com,8959087516,FAST,BSCS,2.9,2025-04-28 03:48:39,170.0.59.78,71,Desktop,0
9213,Anthony Murillo,donna87@example.com,+1-324-921-9872x557,IU,BBA,3.59,2025-05-03 08:04:56,137.83.104.64,45,Mobile,5
9214,Stephen Johnson,jensenjulie@example.com,001-671-505-0102,IU,BBA,2.58,2025-05-25 05:06:34,163.45.234.228,71,Mobile,5
9215,Phillip Alvarez,crystaleaton@example.com,(621)847-5317x298,NED,BBA,3.91,2025-04-28 20:08:49,28.4.2.46,45,Desktop,0
9216,Jennifer Sweeney,rivasjohn@example.com,(560)314-9663x7479,Stanford,BSCS,2.44,2025-05-11 16:53:20,162.9.149.246,42,Mobile,2
9217,Alan Landry,jacksongregory@example.com,001-716-339-0540x162,Harvard,BSE,3.24,2025-04-29 23:58:45,223.68.146.3,95,Desktop,3
9218,Krystal Freeman,ljohnson@example.org,(860)872-9189x9854,Stanford,BBA,3.32,2025-04-28 18:52:35,94.209.254.254,71,Desktop,5
9219,Madison Kramer,douglas06@example.com,(251)896-7951x265,IU,BBA,2.16,2025-05-16 11:09:13,92.196.180.128,70,Mobile,3
9220,Martha Scott,christinaandrews@example.org,802.378.2612x0950,SMIU,BSAI,3.11,2025-05-24 16:17:17,208.90.162.50,91,Mobile,0
9221,Robert Blevins,austincassidy@example.org,(586)321-0046x43759,MIT,BBA,3.34,2025-05-25 03:29:59,130.130.136.103,96,Mobile,4
9222,Tammy Dickson,lopezjeremy@example.net,(227)581-7501,Harvard,BSE,3.25,2025-05-04 19:19:20,197.117.125.55,66,Desktop,5
9223,Troy Mendoza,michaellucas@example.net,506.248.8717x0039,Stanford,BSCS,2.37,2025-05-21 13:11:01,129.45.146.94,61,Mobile,3
9224,Stephanie George,erichmond@example.org,001-409-319-0508,NED,BBA,2.69,2025-05-02 10:34:20,188.178.48.67,66,Mobile,1
9225,Ellen Hunter,danielsrobert@example.net,985.470.8674,Stanford,BSE,2.45,2025-05-02 06:26:30,189.177.74.166,69,Mobile,4
9226,Sharon Chapman,tricia90@example.net,+1-667-722-7183x6667,Stanford,BBA,2.68,2025-05-25 15:56:04,23.70.110.150,45,Desktop,1
9227,Catherine Pearson,clarkjasmine@example.org,(262)499-8883x8826,IU,BSCS,2.16,2025-04-30 05:53:09,177.198.178.190,80,Desktop,0
9228,Gary Young,martinnatalie@example.com,+1-533-612-6157,Harvard,BSIT,3.02,2025-05-17 16:19:41,42.39.27.126,40,Desktop,0
9229,Shawn Marquez,michellebarker@example.com,244.841.9028,NED,BSCS,3.23,2025-05-07 19:30:07,85.216.160.36,97,Mobile,2
9230,Kathryn Allen,cassandrasnyder@example.org,427-802-9673x3461,FAST,BSAI,2.82,2025-05-09 20:40:37,193.191.72.2,49,Desktop,2
9231,Leslie Munoz,amanda22@example.com,001-875-926-7393x465,IU,BSAI,2.71,2025-05-09 07:44:23,169.227.166.15,99,Desktop,4
9232,Steven Lester,paul21@example.net,276.335.3304,FAST,BSCS,2.17,2025-04-27 20:39:17,5.64.46.82,46,Mobile,1
9233,Tracy Holmes,andrea64@example.org,509.880.2979x706,Harvard,BSCS,3.68,2025-05-01 08:52:01,50.115.141.3,75,Mobile,2
9234,Tara Zhang,nicole79@example.org,(271)792-5790x130,NED,BSCS,2.53,2025-05-02 10:55:18,102.148.228.90,54,Desktop,5
9235,Emily Hays,kevingordon@example.org,+1-351-545-4710x85359,MIT,BSCS,2.25,2025-05-08 10:22:15,206.148.71.148,71,Desktop,2
9236,Matthew Bell,bryanbarnes@example.org,319-644-2982,NED,BSCS,3.57,2025-05-08 00:58:55,29.116.233.71,62,Desktop,2
9237,Terry Perry,wlawrence@example.com,+1-313-752-8276,Harvard,BSCS,2.27,2025-05-19 04:52:23,152.175.243.255,60,Mobile,0
9238,Krystal Ayala,dylanreilly@example.net,897.414.8290,Harvard,BBA,3.09,2025-05-15 21:29:37,123.64.88.134,79,Desktop,2
9239,Jacob Brown,carriesmith@example.net,4755345003,FAST,BSIT,2.59,2025-05-24 00:13:46,189.50.165.242,63,Desktop,5
9240,Chelsea Harris,harrisjennifer@example.com,(340)274-9985,Harvard,BBA,3.2,2025-05-14 07:50:41,221.167.129.51,95,Desktop,4
9241,Jean Goodwin,joseph97@example.org,578.491.0961x8244,SMIU,BSIT,2.18,2025-05-14 18:34:02,153.151.79.134,66,Mobile,0
9242,Andrea Wright,kristen76@example.net,+1-718-978-6835x5700,Harvard,BSE,2.96,2025-05-27 11:36:56,3.74.226.209,71,Mobile,4
9243,Elizabeth Williams,zwilliamson@example.org,478.861.4661x595,MIT,BSAI,3.09,2025-04-28 08:43:48,200.209.162.231,61,Desktop,2
9244,Colleen Brown,barbara57@example.com,(757)310-9918x6106,IU,BSCS,2.72,2025-05-18 23:13:34,74.226.193.206,41,Desktop,4
9245,Shawn Ramos,rachellogan@example.org,602.482.7680,FAST,BBA,3.49,2025-05-16 17:37:31,206.23.181.10,92,Mobile,1
9246,Michele Davis,erocha@example.net,(955)586-2315x93975,Stanford,BSIT,3.55,2025-05-16 06:09:29,204.130.54.255,71,Desktop,5
9247,Willie Herman,shellyperez@example.org,001-419-938-5461,IU,BSAI,3.33,2025-05-26 16:06:55,203.6.39.15,44,Desktop,5
9248,David Fisher,murphyjonathan@example.org,001-724-700-6360x43361,MIT,BSE,2.85,2025-05-21 07:55:14,2.92.94.185,49,Mobile,3
9249,Mr. Richard Johnson II,tbradley@example.org,(245)397-6226x3609,NED,BSCS,3.26,2025-05-18 01:27:01,203.103.219.124,77,Desktop,0
9250,Travis Armstrong,bhendrix@example.com,+1-405-248-6513x107,Stanford,BSAI,2.65,2025-05-13 17:37:22,131.19.228.186,96,Desktop,3
9251,Chad Rodgers,velezmarcus@example.com,(313)574-4296x1929,FAST,BSCS,2.79,2025-05-05 05:52:07,202.85.117.152,63,Desktop,4
9252,Brittany Hughes,lynchcharles@example.net,751.967.9935,FAST,BSCS,3.01,2025-04-28 04:56:42,205.187.207.69,53,Desktop,4
9253,Peter Lee,luceromegan@example.net,001-704-502-1869x46789,Stanford,BSCS,3.88,2025-05-08 09:53:32,45.68.72.146,40,Mobile,2
9254,Aaron White,mayeramanda@example.org,591.820.1508,SMIU,BSE,3.34,2025-05-08 00:21:49,177.76.11.11,86,Mobile,5
9255,Mrs. Jennifer Nielsen,sknapp@example.org,(966)415-6964x508,SMIU,BBA,3.01,2025-05-17 09:14:04,207.116.116.238,49,Desktop,1
9256,Elizabeth Cummings,susansnyder@example.com,001-542-354-9562x6808,NED,BSE,4.0,2025-05-17 03:29:21,212.119.114.128,68,Desktop,1
9257,Linda Merritt,jenniferford@example.net,(408)411-1702x29373,SMIU,BBA,3.6,2025-05-04 04:21:22,223.168.27.87,100,Mobile,5
9258,Colin Schneider,donald73@example.org,309.596.2258,FAST,BSE,2.01,2025-05-21 15:34:40,172.140.123.219,69,Mobile,1
9259,Becky Jennings,randallhernandez@example.org,5888767913,NED,BBA,3.99,2025-05-10 19:47:59,137.34.133.222,96,Mobile,4
9260,Lisa Ramos,mmontgomery@example.net,906-330-2876x7858,NED,BSE,3.12,2025-05-25 02:54:40,152.78.122.61,92,Mobile,3
9261,Maria Wilson,maldonadovincent@example.org,001-271-678-9725x391,NED,BSE,2.86,2025-05-24 03:07:20,206.13.179.214,97,Mobile,1
9262,Colton Sims,susanmiller@example.com,+1-741-734-7498x77092,Harvard,BSCS,2.75,2025-04-30 00:31:21,51.103.142.181,43,Mobile,2
9263,Anthony Hall MD,pvillarreal@example.com,001-221-308-6951x60369,IU,BSE,2.84,2025-05-18 02:03:33,87.42.62.225,96,Mobile,3
9264,Dr. Brandon Stanton,elizabeth98@example.com,244-823-1248x110,NED,BBA,3.28,2025-05-13 14:37:28,25.136.44.76,96,Mobile,0
9265,Rachel Turner,bethanyferguson@example.net,491.753.4060x6244,NED,BSE,3.23,2025-05-07 00:34:31,168.198.139.1,40,Mobile,4
9266,Christopher Manning,denise47@example.net,001-387-822-1942x1338,MIT,BSCS,3.21,2025-04-28 16:32:15,156.235.202.86,60,Mobile,4
9267,John Duran,tbrown@example.net,9774803279,Stanford,BSE,2.35,2025-05-17 23:44:14,36.139.68.5,68,Mobile,4
9268,Kelly Smith,leslie70@example.net,788-525-2038,MIT,BSCS,2.25,2025-05-13 12:18:26,192.69.167.69,41,Desktop,5
9269,Jason Leonard,sconner@example.com,511-221-4230x6336,Stanford,BSCS,3.76,2025-05-06 11:42:17,173.106.169.180,41,Mobile,4
9270,Stacey Diaz,npayne@example.org,(887)932-7322x24701,IU,BSAI,2.93,2025-05-03 11:48:06,61.7.80.4,91,Mobile,1
9271,Jorge Lewis,henry67@example.org,7625218790,SMIU,BSAI,3.24,2025-05-09 13:38:51,214.40.37.207,57,Desktop,4
9272,Erica Smith,brandon36@example.org,7693811563,FAST,BSCS,3.09,2025-05-13 06:22:54,148.44.74.121,63,Mobile,1
9273,Samuel Rowland,shermanjames@example.com,001-998-561-8531x0612,NED,BBA,2.94,2025-05-17 00:45:25,169.97.180.99,41,Desktop,3
9274,Kevin Webster,rtaylor@example.net,501.863.5244x537,Harvard,BSE,3.31,2025-05-13 07:27:22,86.67.73.206,44,Mobile,1
9275,Michael Johnson,johnperez@example.com,834.530.2024x4161,Stanford,BSCS,3.95,2025-05-13 05:23:33,61.236.182.237,87,Mobile,0
9276,Eric Martin,christophergregory@example.net,3807115919,Stanford,BSIT,2.5,2025-05-06 17:29:31,158.23.171.246,56,Mobile,1
9277,Timothy Wright,bobcrane@example.org,(857)976-1685x81593,IU,BSCS,3.52,2025-05-07 07:53:24,130.156.118.231,84,Desktop,1
9278,Matthew Reese,lbutler@example.net,+1-492-203-3727x353,MIT,BSE,2.56,2025-05-26 08:40:26,214.33.52.132,47,Mobile,4
9279,Jessica White,wilsondonald@example.org,(678)652-0326,MIT,BSIT,2.62,2025-05-09 21:58:26,102.253.68.42,41,Desktop,3
9280,Charles Murray,steven15@example.com,+1-836-936-1317,MIT,BSCS,2.75,2025-05-16 01:43:14,211.140.208.106,75,Mobile,4
9281,Virginia Williams,imurphy@example.com,762-884-9692,FAST,BSIT,2.59,2025-05-03 03:27:39,45.20.92.103,49,Mobile,3
9282,Matthew King,scotttyler@example.net,254-692-2937,FAST,BSAI,3.15,2025-05-16 13:48:00,132.71.226.102,53,Mobile,2
9283,Jacqueline Crosby,wperez@example.com,+1-805-463-1076x29059,SMIU,BSCS,2.81,2025-05-26 13:18:41,64.92.11.214,77,Mobile,2
9284,Brittany Murphy,richardsondavid@example.net,(478)215-2730,FAST,BBA,3.57,2025-05-25 02:41:58,111.182.211.244,58,Mobile,1
9285,Kimberly Ewing,kimberly32@example.net,949.697.5855x0134,MIT,BSAI,2.88,2025-05-26 19:19:02,130.252.91.19,58,Mobile,1
9286,Adam Hernandez,nicholas43@example.org,465-556-6806,IU,BBA,3.39,2025-05-09 21:07:49,6.148.237.91,50,Desktop,3
9287,John Peterson,maria34@example.org,+1-277-474-1892x74335,FAST,BSE,3.79,2025-05-12 09:37:32,168.242.203.21,83,Mobile,4
9288,Michele Sanchez,stoneraymond@example.org,714.498.8326x546,Harvard,BSIT,3.57,2025-04-28 05:50:52,144.185.138.164,80,Mobile,2
9289,Ryan Jones,petergutierrez@example.net,9387211301,Stanford,BBA,3.31,2025-05-06 17:54:30,131.239.5.164,67,Mobile,4
9290,Justin Maxwell,ytran@example.org,369-658-5044,IU,BSE,2.79,2025-05-26 09:11:03,184.165.8.202,67,Mobile,5
9291,Marie Carter,skey@example.net,9598861101,Stanford,BSAI,2.7,2025-05-12 11:08:05,217.146.247.117,43,Mobile,2
9292,Kenneth Patel,brookspatricia@example.com,2072317237,SMIU,BSAI,2.3,2025-05-15 10:21:14,132.19.201.50,72,Mobile,1
9293,Erika Peck,michael32@example.net,430.742.0548x5494,IU,BSIT,3.89,2025-05-13 12:19:07,173.65.180.147,62,Mobile,5
9294,Anna Riggs,ortizwendy@example.net,001-993-931-0169,FAST,BSAI,3.75,2025-05-22 13:23:50,150.249.124.242,72,Desktop,0
9295,Rhonda Edwards,harrisjennifer@example.com,001-595-380-2126x19307,FAST,BSCS,3.27,2025-05-14 04:30:26,4.23.252.222,78,Desktop,2
9296,James Jacobson,tstark@example.org,(719)459-6879,MIT,BSE,3.9,2025-05-26 12:59:04,197.132.83.133,41,Mobile,4
9297,Dan Frost,alejandrojones@example.org,976-754-2869x825,Stanford,BSAI,3.04,2025-05-17 17:08:59,174.63.100.12,100,Desktop,5
9298,Melissa Lopez,jose04@example.net,001-921-586-2247x91014,Stanford,BSCS,3.05,2025-05-19 07:21:10,158.103.43.248,56,Desktop,3
9299,Gabriela Lee DVM,sarah56@example.org,+1-454-780-2252x0881,Stanford,BSAI,2.57,2025-05-06 17:38:37,160.101.242.171,62,Desktop,1
9300,Rebecca Adkins,scott15@example.com,+1-475-361-9890x353,NED,BSCS,3.19,2025-05-14 18:52:19,211.123.65.6,69,Desktop,4
9301,Joshua Walsh,martinjoseph@example.net,(705)319-3395x598,SMIU,BSCS,2.57,2025-05-02 00:19:25,158.59.242.59,66,Mobile,3
9302,Donna Ashley,allison10@example.net,+1-737-492-3171x99148,Stanford,BSE,3.16,2025-05-09 20:39:56,213.144.16.53,50,Mobile,3
9303,Patrick Cook,williamwong@example.org,001-499-789-5896,Stanford,BSAI,2.37,2025-05-15 14:14:56,121.83.83.82,61,Desktop,0
9304,Laurie Kim,fmiller@example.org,771-458-8260x85483,NED,BSIT,2.09,2025-05-15 10:10:27,219.170.63.179,93,Mobile,5
9305,Sean Tucker,wmckenzie@example.net,(367)208-1907,FAST,BBA,2.09,2025-05-07 13:31:05,214.95.10.128,70,Mobile,3
9306,Ann Thomas,ebrown@example.com,9382325460,NED,BSCS,3.23,2025-04-29 17:55:52,100.227.185.14,63,Desktop,1
9307,Michelle Hall,nelsonbrian@example.net,232-658-3028x29818,IU,BSAI,2.58,2025-05-13 16:32:58,141.76.120.128,67,Desktop,4
9308,Jennifer Hancock,katrina22@example.org,920.828.6588x93687,NED,BSIT,2.15,2025-05-22 21:15:20,197.154.204.105,80,Mobile,2
9309,Mr. Christopher Morrison,alyssa16@example.com,(348)230-2280x932,MIT,BSE,3.01,2025-05-02 10:16:46,168.125.120.75,41,Desktop,3
9310,Albert White,danielwilliams@example.net,+1-564-723-1421x278,FAST,BBA,2.33,2025-05-16 01:09:04,201.64.146.10,54,Mobile,3
9311,Brian Wright,kgray@example.net,+1-493-717-9963x27777,MIT,BSAI,3.14,2025-05-10 01:23:35,184.120.71.51,52,Desktop,4
9312,Victoria White,markthomas@example.org,637.426.3918,Harvard,BSE,2.61,2025-05-25 08:45:22,4.248.140.229,65,Mobile,3
9313,Joseph Mccann,jerrymccoy@example.org,919-376-6147x280,FAST,BSCS,3.21,2025-04-29 00:27:51,192.44.223.199,81,Mobile,4
9314,Patricia Parks,davisdavid@example.org,681-743-0470,SMIU,BSE,3.03,2025-05-01 23:19:07,31.195.237.107,70,Mobile,4
9315,Brandon Padilla,rodrigueztina@example.net,(564)333-8196x9862,MIT,BSIT,2.02,2025-05-11 06:03:35,111.142.42.183,57,Desktop,1
9316,David Smith,christopher05@example.com,875.983.3727x012,SMIU,BSCS,2.55,2025-05-04 10:14:46,118.68.213.196,83,Desktop,0
9317,Cheryl Rodriguez,smithfred@example.net,(670)237-2048x407,IU,BSAI,2.77,2025-05-19 04:57:28,110.229.233.9,77,Mobile,4
9318,Christian Watts,chandlersergio@example.net,989-296-1011x06573,MIT,BSE,2.83,2025-05-11 06:02:34,182.140.187.223,59,Mobile,1
9319,Shawn Johnson,charlestaylor@example.org,+1-235-781-8858,SMIU,BSCS,3.83,2025-05-12 04:05:30,207.201.182.202,93,Mobile,2
9320,Carol Fritz DVM,douglasmichele@example.org,729.848.3793,Harvard,BSE,3.8,2025-05-01 09:52:42,190.234.154.150,56,Desktop,2
9321,Todd Ramirez,dominguezscott@example.net,6989029233,NED,BSE,3.98,2025-05-23 20:49:01,183.6.143.72,81,Desktop,4
9322,Cassandra Quinn,michellemyers@example.com,+1-936-507-1303x917,Stanford,BSIT,3.03,2025-05-01 14:29:32,173.40.188.12,99,Desktop,2
9323,Kayla Jackson,wayne50@example.com,001-492-377-1521x52948,IU,BSIT,2.5,2025-05-26 17:11:02,145.184.197.199,78,Mobile,0
9324,Beverly Harris,scottebony@example.org,+1-937-300-7738,Stanford,BSE,2.94,2025-05-04 14:58:44,97.120.102.222,85,Mobile,5
9325,Stacey Conner,beverly80@example.com,001-501-527-7042x12629,NED,BSAI,3.04,2025-05-26 08:33:27,195.88.90.10,86,Mobile,2
9326,Michael Alvarado,maria35@example.net,2693297009,FAST,BSE,3.37,2025-05-03 16:07:43,212.31.106.253,58,Mobile,1
9327,Anthony Thompson,derekedwards@example.net,(620)489-8689,Harvard,BBA,3.23,2025-05-01 00:47:10,69.166.164.234,43,Mobile,1
9328,Cameron Bennett,ilynch@example.org,640.912.1962,FAST,BBA,2.95,2025-05-23 16:27:36,37.147.183.29,85,Desktop,3
9329,William Snyder,gatesjordan@example.org,(630)511-6620,IU,BSE,2.34,2025-05-09 17:26:27,197.205.128.13,67,Mobile,5
9330,Virginia Sheppard,mscott@example.com,343-367-7370x1195,Harvard,BBA,2.47,2025-05-26 18:32:00,58.243.213.90,69,Desktop,3
9331,Monica Spencer,debraellis@example.net,(615)416-0513x466,MIT,BSCS,2.96,2025-04-30 13:42:48,76.226.26.40,82,Mobile,0
9332,Christy Hess,patrick07@example.net,(392)876-0095,Harvard,BBA,3.02,2025-05-04 03:53:23,207.223.214.179,45,Mobile,2
9333,James Gordon,evansnicole@example.org,277.208.2026x699,NED,BSCS,2.77,2025-05-25 03:18:36,214.129.43.63,79,Desktop,2
9334,Ryan Coffey,victor16@example.org,+1-653-221-5179x53732,NED,BBA,2.36,2025-05-14 04:28:53,210.157.135.49,89,Mobile,5
9335,Robert Jones,coreypowell@example.org,+1-307-321-7069x830,NED,BSAI,2.12,2025-05-02 12:31:37,147.247.140.90,53,Mobile,0
9336,Melissa Lee,maxwellbrendan@example.org,207.525.5851,IU,BSAI,3.89,2025-05-01 13:14:22,124.225.97.119,83,Mobile,0
